Country;year;temp
Afghanistan;1838;NA
Afghanistan;1839;NA
Afghanistan;1840;NA
Afghanistan;1841;NA
Afghanistan;1842;NA
Afghanistan;1843;13.76
Afghanistan;1844;13.15
Afghanistan;1845;13.31
Afghanistan;1846;14.03
Afghanistan;1847;13.48
Afghanistan;1848;13.14
Afghanistan;1849;13.44
Afghanistan;1850;13.33
Afghanistan;1851;13.61
Afghanistan;1852;13.54
Afghanistan;1853;13.46
Afghanistan;1854;13.61
Afghanistan;1855;13.92
Afghanistan;1856;13.46
Afghanistan;1857;13.07
Afghanistan;1858;13.66
Afghanistan;1859;13.91
Afghanistan;1860;13.4
Afghanistan;1861;13.27
Afghanistan;1862;12.94
Afghanistan;1863;13.64
Afghanistan;1864;13.18
Afghanistan;1865;13.49
Afghanistan;1866;13.42
Afghanistan;1867;13.98
Afghanistan;1868;13.69
Afghanistan;1869;13.78
Afghanistan;1870;13.8
Afghanistan;1871;13.63
Afghanistan;1872;13.88
Afghanistan;1873;14
Afghanistan;1874;13.89
Afghanistan;1875;14.17
Afghanistan;1876;13.56
Afghanistan;1877;13.72
Afghanistan;1878;13.88
Afghanistan;1879;13.93
Afghanistan;1880;14.2
Afghanistan;1881;14.27
Afghanistan;1882;13.43
Afghanistan;1883;13.6
Afghanistan;1884;13.38
Afghanistan;1885;13.03
Afghanistan;1886;13.2
Afghanistan;1887;13.64
Afghanistan;1888;14.24
Afghanistan;1889;13.73
Afghanistan;1890;13.72
Afghanistan;1891;13.24
Afghanistan;1892;14.08
Afghanistan;1893;13.44
Afghanistan;1894;13.47
Afghanistan;1895;13.98
Afghanistan;1896;14.1
Afghanistan;1897;13.55
Afghanistan;1898;13.46
Afghanistan;1899;14.4
Afghanistan;1900;13.75
Afghanistan;1901;13.89
Afghanistan;1902;14.51
Afghanistan;1903;12.99
Afghanistan;1904;13.81
Afghanistan;1905;13.39
Afghanistan;1906;13.88
Afghanistan;1907;13.35
Afghanistan;1908;13.7
Afghanistan;1909;13.93
Afghanistan;1910;13.22
Afghanistan;1911;13.38
Afghanistan;1912;13.9
Afghanistan;1913;13.86
Afghanistan;1914;14.3
Afghanistan;1915;14.91
Afghanistan;1916;13.34
Afghanistan;1917;13.92
Afghanistan;1918;13.48
Afghanistan;1919;13.88
Afghanistan;1920;13.04
Afghanistan;1921;14.17
Afghanistan;1922;14.26
Afghanistan;1923;13.34
Afghanistan;1924;13.63
Afghanistan;1925;13.93
Afghanistan;1926;13.75
Afghanistan;1927;13.84
Afghanistan;1928;13.63
Afghanistan;1929;13.48
Afghanistan;1930;13.33
Afghanistan;1931;13.45
Afghanistan;1932;13.66
Afghanistan;1933;13.88
Afghanistan;1934;13.34
Afghanistan;1935;13.3
Afghanistan;1936;14.01
Afghanistan;1937;13.57
Afghanistan;1938;14.21
Afghanistan;1939;14.16
Afghanistan;1940;14.73
Afghanistan;1941;15.5
Afghanistan;1942;14.45
Afghanistan;1943;13.71
Afghanistan;1944;14.29
Afghanistan;1945;13.87
Afghanistan;1946;14.59
Afghanistan;1947;15.04
Afghanistan;1948;14.34
Afghanistan;1949;13.35
Afghanistan;1950;13.04
Afghanistan;1951;13.97
Afghanistan;1952;14.18
Afghanistan;1953;14.65
Afghanistan;1954;13.69
Afghanistan;1955;14.64
Afghanistan;1956;14.19
Afghanistan;1957;12.78
Afghanistan;1958;14.72
Afghanistan;1959;14.15
Afghanistan;1960;13.99
Afghanistan;1961;14.06
Afghanistan;1962;13.77
Afghanistan;1963;15.03
Afghanistan;1964;13.08
Afghanistan;1965;14.1
Afghanistan;1966;14.34
Afghanistan;1967;13.66
Afghanistan;1968;13.76
Afghanistan;1969;13.81
Afghanistan;1970;14.78
Afghanistan;1971;14.82
Afghanistan;1972;12.55
Afghanistan;1973;14.24
Afghanistan;1974;13.32
Afghanistan;1975;13.55
Afghanistan;1976;13.71
Afghanistan;1977;14.81
Afghanistan;1978;14.33
Afghanistan;1979;14.26
Afghanistan;1980;14.89
Afghanistan;1981;14.86
Afghanistan;1982;13.73
Afghanistan;1983;14.61
Afghanistan;1984;14.25
Afghanistan;1985;14.89
Afghanistan;1986;14.22
Afghanistan;1987;14.98
Afghanistan;1988;15.39
Afghanistan;1989;14.13
Afghanistan;1990;14.99
Afghanistan;1991;14.37
Afghanistan;1992;14.06
Afghanistan;1993;14.44
Afghanistan;1994;14.75
Afghanistan;1995;14.86
Afghanistan;1996;14.43
Afghanistan;1997;14.9
Afghanistan;1998;15.13
Afghanistan;1999;15.39
Afghanistan;2000;15.5
Afghanistan;2001;15.78
Afghanistan;2002;15.54
Afghanistan;2003;14.92
Afghanistan;2004;15.77
Afghanistan;2005;14.98
Afghanistan;2006;15.6
Afghanistan;2007;15.11
Afghanistan;2008;15.22
Afghanistan;2009;15.26
Afghanistan;2010;15.83
Afghanistan;2011;15.52
Afghanistan;2012;14.48
Afghanistan;2013;NA
Albania;1743;NA
Albania;1744;NA
Albania;1745;NA
Albania;1746;NA
Albania;1747;NA
Albania;1748;NA
Albania;1749;NA
Albania;1750;NA
Albania;1751;NA
Albania;1752;NA
Albania;1753;12.56
Albania;1754;12.55
Albania;1755;12.32
Albania;1756;13.03
Albania;1757;12.73
Albania;1758;11.44
Albania;1759;12.49
Albania;1760;12.15
Albania;1761;12.88
Albania;1762;12.7
Albania;1763;12.02
Albania;1764;12.86
Albania;1765;12.74
Albania;1766;12.6
Albania;1767;12.17
Albania;1768;11.34
Albania;1769;12.4
Albania;1770;12.38
Albania;1771;12.37
Albania;1772;13.71
Albania;1773;12.69
Albania;1774;12.9
Albania;1775;13.22
Albania;1776;12.21
Albania;1777;12.22
Albania;1778;13.15
Albania;1779;13.18
Albania;1780;12.92
Albania;1781;13
Albania;1782;12.19
Albania;1783;12.66
Albania;1784;12.34
Albania;1785;11.78
Albania;1786;12.14
Albania;1787;12.75
Albania;1788;12.82
Albania;1789;12.57
Albania;1790;12.8
Albania;1791;13.17
Albania;1792;12.56
Albania;1793;12.29
Albania;1794;12.98
Albania;1795;12.59
Albania;1796;12.75
Albania;1797;13.34
Albania;1798;12.95
Albania;1799;12.26
Albania;1800;12.99
Albania;1801;13.44
Albania;1802;13.52
Albania;1803;12.41
Albania;1804;12.77
Albania;1805;11.79
Albania;1806;12.92
Albania;1807;13.11
Albania;1808;11.62
Albania;1809;11.95
Albania;1810;12.34
Albania;1811;12.78
Albania;1812;11.59
Albania;1813;11.84
Albania;1814;11.61
Albania;1815;11.83
Albania;1816;11.41
Albania;1817;12.07
Albania;1818;12.48
Albania;1819;12.38
Albania;1820;12.44
Albania;1821;12.24
Albania;1822;13.03
Albania;1823;12.36
Albania;1824;12.98
Albania;1825;12.38
Albania;1826;12.22
Albania;1827;12.76
Albania;1828;12.52
Albania;1829;11.6
Albania;1830;12.36
Albania;1831;12.32
Albania;1832;11.6
Albania;1833;12.25
Albania;1834;12.79
Albania;1835;11.7
Albania;1836;12.31
Albania;1837;11.41
Albania;1838;11.6
Albania;1839;12.2
Albania;1840;11.74
Albania;1841;13.07
Albania;1842;12.04
Albania;1843;12.49
Albania;1844;12.09
Albania;1845;12.41
Albania;1846;13.41
Albania;1847;12.04
Albania;1848;12.71
Albania;1849;12.19
Albania;1850;11.73
Albania;1851;12.32
Albania;1852;12.74
Albania;1853;12.81
Albania;1854;11.95
Albania;1855;12.33
Albania;1856;12.06
Albania;1857;11.99
Albania;1858;11.51
Albania;1859;12.68
Albania;1860;12.69
Albania;1861;12.51
Albania;1862;12.94
Albania;1863;13.17
Albania;1864;11.74
Albania;1865;12.42
Albania;1866;12.8
Albania;1867;12.67
Albania;1868;12.74
Albania;1869;12.53
Albania;1870;12.01
Albania;1871;11.86
Albania;1872;13.29
Albania;1873;12.85
Albania;1874;11.95
Albania;1875;11.51
Albania;1876;12.66
Albania;1877;12.4
Albania;1878;12.6
Albania;1879;12.33
Albania;1880;12.32
Albania;1881;12.02
Albania;1882;12.52
Albania;1883;11.93
Albania;1884;11.82
Albania;1885;12.64
Albania;1886;12.68
Albania;1887;12.52
Albania;1888;11.82
Albania;1889;12.04
Albania;1890;12.14
Albania;1891;12.03
Albania;1892;12.68
Albania;1893;11.7
Albania;1894;12.32
Albania;1895;12.4
Albania;1896;12.12
Albania;1897;12.29
Albania;1898;12.89
Albania;1899;12.59
Albania;1900;13.07
Albania;1901;12.45
Albania;1902;12.48
Albania;1903;12.54
Albania;1904;12.53
Albania;1905;12.16
Albania;1906;12.18
Albania;1907;12.22
Albania;1908;12.25
Albania;1909;12.56
Albania;1910;12.66
Albania;1911;12.48
Albania;1912;12.06
Albania;1913;12.35
Albania;1914;12.02
Albania;1915;12.69
Albania;1916;13.55
Albania;1917;12.68
Albania;1918;12.73
Albania;1919;12.32
Albania;1920;12.7
Albania;1921;12.51
Albania;1922;12.67
Albania;1923;13.31
Albania;1924;12.55
Albania;1925;12.69
Albania;1926;13.25
Albania;1927;13.62
Albania;1928;12.9
Albania;1929;12.02
Albania;1930;13.21
Albania;1931;12.66
Albania;1932;12.58
Albania;1933;12.01
Albania;1934;13.52
Albania;1935;12.94
Albania;1936;13.12
Albania;1937;13.25
Albania;1938;12.61
Albania;1939;13.06
Albania;1940;11.58
Albania;1941;12.06
Albania;1942;12.31
Albania;1943;13.2
Albania;1944;12.45
Albania;1945;12.94
Albania;1946;13.47
Albania;1947;13.4
Albania;1948;12.75
Albania;1949;12.52
Albania;1950;13.81
Albania;1951;13.57
Albania;1952;13.57
Albania;1953;12.59
Albania;1954;12.45
Albania;1955;13.15
Albania;1956;12.17
Albania;1957;13.08
Albania;1958;13.19
Albania;1959;12.41
Albania;1960;13.34
Albania;1961;13.32
Albania;1962;13.07
Albania;1963;13.09
Albania;1964;12.52
Albania;1965;12.38
Albania;1966;13.2
Albania;1967;12.62
Albania;1968;12.87
Albania;1969;12.8
Albania;1970;12.84
Albania;1971;12.53
Albania;1972;12.61
Albania;1973;12.49
Albania;1974;12.56
Albania;1975;12.57
Albania;1976;12.04
Albania;1977;13.22
Albania;1978;12.26
Albania;1979;12.99
Albania;1980;12.16
Albania;1981;12.58
Albania;1982;13.02
Albania;1983;12.51
Albania;1984;12.64
Albania;1985;12.95
Albania;1986;13.06
Albania;1987;13
Albania;1988;13.04
Albania;1989;12.8
Albania;1990;13.47
Albania;1991;12.34
Albania;1992;13.08
Albania;1993;13.12
Albania;1994;14.1
Albania;1995;12.78
Albania;1996;12.74
Albania;1997;12.9
Albania;1998;13.31
Albania;1999;13.65
Albania;2000;13.75
Albania;2001;13.69
Albania;2002;13.56
Albania;2003;13.63
Albania;2004;13.26
Albania;2005;12.75
Albania;2006;12.98
Albania;2007;13.89
Albania;2008;13.96
Albania;2009;13.84
Albania;2010;13.78
Albania;2011;13.44
Albania;2012;13.77
Albania;2013;NA
Algeria;1787;NA
Algeria;1788;NA
Algeria;1789;NA
Algeria;1790;22.92
Algeria;1791;23.13
Algeria;1792;22.91
Algeria;1793;22.74
Algeria;1794;22.78
Algeria;1795;NA
Algeria;1796;22.99
Algeria;1797;22.8
Algeria;1798;23.18
Algeria;1799;23.23
Algeria;1800;23.34
Algeria;1801;23.32
Algeria;1802;23.48
Algeria;1803;NA
Algeria;1804;23.55
Algeria;1805;23.04
Algeria;1806;22.88
Algeria;1807;22.83
Algeria;1808;22.14
Algeria;1809;21.74
Algeria;1810;21.66
Algeria;1811;21.88
Algeria;1812;21.7
Algeria;1813;22.24
Algeria;1814;21.92
Algeria;1815;22.13
Algeria;1816;21.68
Algeria;1817;22.32
Algeria;1818;22.83
Algeria;1819;22.25
Algeria;1820;22.39
Algeria;1821;22.68
Algeria;1822;22.85
Algeria;1823;22.46
Algeria;1824;22.92
Algeria;1825;22.81
Algeria;1826;22.73
Algeria;1827;22.89
Algeria;1828;22.9
Algeria;1829;22.68
Algeria;1830;23.04
Algeria;1831;22.68
Algeria;1832;22.49
Algeria;1833;22.6
Algeria;1834;22.9
Algeria;1835;22.08
Algeria;1836;22.36
Algeria;1837;22.24
Algeria;1838;22.6
Algeria;1839;22.44
Algeria;1840;22.73
Algeria;1841;22.59
Algeria;1842;22.81
Algeria;1843;22.84
Algeria;1844;22.59
Algeria;1845;22.5
Algeria;1846;23.23
Algeria;1847;22.68
Algeria;1848;22.38
Algeria;1849;22.7
Algeria;1850;22.59
Algeria;1851;22.73
Algeria;1852;22.86
Algeria;1853;22.77
Algeria;1854;22.48
Algeria;1855;22.66
Algeria;1856;22.58
Algeria;1857;22.37
Algeria;1858;23.03
Algeria;1859;22.66
Algeria;1860;22.49
Algeria;1861;22.56
Algeria;1862;22.74
Algeria;1863;22.44
Algeria;1864;23.01
Algeria;1865;22.85
Algeria;1866;22.93
Algeria;1867;23.35
Algeria;1868;22.51
Algeria;1869;22.77
Algeria;1870;22.87
Algeria;1871;22.75
Algeria;1872;22.8
Algeria;1873;22.79
Algeria;1874;22.72
Algeria;1875;22.55
Algeria;1876;22.85
Algeria;1877;22.96
Algeria;1878;23.55
Algeria;1879;22.69
Algeria;1880;22.59
Algeria;1881;23.46
Algeria;1882;22.59
Algeria;1883;22.47
Algeria;1884;22.08
Algeria;1885;22.21
Algeria;1886;22.27
Algeria;1887;22.63
Algeria;1888;22.51
Algeria;1889;22.35
Algeria;1890;21.92
Algeria;1891;22.25
Algeria;1892;22.86
Algeria;1893;23.09
Algeria;1894;22.67
Algeria;1895;23.51
Algeria;1896;22.2
Algeria;1897;23.21
Algeria;1898;22.82
Algeria;1899;23.38
Algeria;1900;22.86
Algeria;1901;22.73
Algeria;1902;23.05
Algeria;1903;22.56
Algeria;1904;22.68
Algeria;1905;22.56
Algeria;1906;22.47
Algeria;1907;22.17
Algeria;1908;22.83
Algeria;1909;22.57
Algeria;1910;22.68
Algeria;1911;22.57
Algeria;1912;22.87
Algeria;1913;23.08
Algeria;1914;23.04
Algeria;1915;22.82
Algeria;1916;22.64
Algeria;1917;22.46
Algeria;1918;22.41
Algeria;1919;22.77
Algeria;1920;23.09
Algeria;1921;22.72
Algeria;1922;22.93
Algeria;1923;22.44
Algeria;1924;23.42
Algeria;1925;22.73
Algeria;1926;23.5
Algeria;1927;23.34
Algeria;1928;23.12
Algeria;1929;22.67
Algeria;1930;23.45
Algeria;1931;23.87
Algeria;1932;23.62
Algeria;1933;23.17
Algeria;1934;22.74
Algeria;1935;22.92
Algeria;1936;22.94
Algeria;1937;23.73
Algeria;1938;22.73
Algeria;1939;22.84
Algeria;1940;23.01
Algeria;1941;23.44
Algeria;1942;23.61
Algeria;1943;23.03
Algeria;1944;22.93
Algeria;1945;23.37
Algeria;1946;23.25
Algeria;1947;23.69
Algeria;1948;23.07
Algeria;1949;23.19
Algeria;1950;22.78
Algeria;1951;23.32
Algeria;1952;23.19
Algeria;1953;22.87
Algeria;1954;22.65
Algeria;1955;24
Algeria;1956;22.61
Algeria;1957;22.62
Algeria;1958;23.54
Algeria;1959;23.33
Algeria;1960;23.5
Algeria;1961;23.39
Algeria;1962;23.18
Algeria;1963;23.32
Algeria;1964;23.15
Algeria;1965;22.97
Algeria;1966;23.3
Algeria;1967;22.86
Algeria;1968;23.19
Algeria;1969;23.46
Algeria;1970;23.32
Algeria;1971;22.67
Algeria;1972;22.7
Algeria;1973;22.89
Algeria;1974;22.54
Algeria;1975;22.72
Algeria;1976;22.36
Algeria;1977;23.55
Algeria;1978;23.16
Algeria;1979;23.4
Algeria;1980;23.16
Algeria;1981;23.58
Algeria;1982;23.09
Algeria;1983;23.68
Algeria;1984;23.06
Algeria;1985;23.53
Algeria;1986;23.26
Algeria;1987;24.25
Algeria;1988;23.82
Algeria;1989;23.72
Algeria;1990;24.01
Algeria;1991;23.01
Algeria;1992;22.77
Algeria;1993;23.45
Algeria;1994;23.64
Algeria;1995;23.72
Algeria;1996;23.73
Algeria;1997;23.96
Algeria;1998;23.92
Algeria;1999;24.3
Algeria;2000;24.03
Algeria;2001;24.72
Algeria;2002;24.26
Algeria;2003;24.39
Algeria;2004;23.92
Algeria;2005;24.22
Algeria;2006;24.2
Algeria;2007;24.07
Algeria;2008;23.95
Algeria;2009;24.15
Algeria;2010;25.22
Algeria;2011;24.14
Algeria;2012;23.95
Algeria;2013;NA
American Samoa;1867;26.36
American Samoa;1868;NA
American Samoa;1869;NA
American Samoa;1870;NA
American Samoa;1871;26.24
American Samoa;1872;NA
American Samoa;1873;NA
American Samoa;1874;NA
American Samoa;1875;NA
American Samoa;1876;NA
American Samoa;1877;NA
American Samoa;1878;NA
American Samoa;1879;NA
American Samoa;1880;NA
American Samoa;1881;NA
American Samoa;1882;NA
American Samoa;1883;26.01
American Samoa;1884;25.67
American Samoa;1885;NA
American Samoa;1886;25.85
American Samoa;1887;25.89
American Samoa;1888;NA
American Samoa;1889;NA
American Samoa;1890;25.91
American Samoa;1891;25.98
American Samoa;1892;25.86
American Samoa;1893;25.73
American Samoa;1894;26.04
American Samoa;1895;26.03
American Samoa;1896;26.14
American Samoa;1897;26.47
American Samoa;1898;26.33
American Samoa;1899;26.43
American Samoa;1900;26.27
American Samoa;1901;26.14
American Samoa;1902;26.18
American Samoa;1903;26.33
American Samoa;1904;26.06
American Samoa;1905;26.15
American Samoa;1906;26.59
American Samoa;1907;26
American Samoa;1908;26.08
American Samoa;1909;25.93
American Samoa;1910;26.11
American Samoa;1911;26.19
American Samoa;1912;26.32
American Samoa;1913;26.12
American Samoa;1914;26.37
American Samoa;1915;26.04
American Samoa;1916;26.26
American Samoa;1917;25.85
American Samoa;1918;26.21
American Samoa;1919;26.45
American Samoa;1920;26.35
American Samoa;1921;26.24
American Samoa;1922;26.35
American Samoa;1923;25.96
American Samoa;1924;26.36
American Samoa;1925;26.12
American Samoa;1926;26.49
American Samoa;1927;26.88
American Samoa;1928;26.68
American Samoa;1929;26.58
American Samoa;1930;26.55
American Samoa;1931;26.42
American Samoa;1932;26.8
American Samoa;1933;26.71
American Samoa;1934;26.78
American Samoa;1935;26.97
American Samoa;1936;26.84
American Samoa;1937;26.89
American Samoa;1938;26.85
American Samoa;1939;26.54
American Samoa;1940;26.73
American Samoa;1941;27
American Samoa;1942;26.69
American Samoa;1943;26.61
American Samoa;1944;26.59
American Samoa;1945;26.67
American Samoa;1946;26.84
American Samoa;1947;27.01
American Samoa;1948;26.68
American Samoa;1949;26.85
American Samoa;1950;26.52
American Samoa;1951;26.69
American Samoa;1952;27.06
American Samoa;1953;26.95
American Samoa;1954;26.87
American Samoa;1955;26.71
American Samoa;1956;26.47
American Samoa;1957;26.76
American Samoa;1958;26.92
American Samoa;1959;26.79
American Samoa;1960;26.77
American Samoa;1961;26.62
American Samoa;1962;26.63
American Samoa;1963;26.86
American Samoa;1964;26.6
American Samoa;1965;26.38
American Samoa;1966;26.82
American Samoa;1967;26.42
American Samoa;1968;26.48
American Samoa;1969;26.94
American Samoa;1970;26.76
American Samoa;1971;26.4
American Samoa;1972;26.81
American Samoa;1973;27.14
American Samoa;1974;26.59
American Samoa;1975;26.77
American Samoa;1976;26.72
American Samoa;1977;26.79
American Samoa;1978;26.68
American Samoa;1979;26.89
American Samoa;1980;26.99
American Samoa;1981;26.75
American Samoa;1982;26.9
American Samoa;1983;26.93
American Samoa;1984;26.88
American Samoa;1985;26.95
American Samoa;1986;26.98
American Samoa;1987;26.9
American Samoa;1988;27.09
American Samoa;1989;26.75
American Samoa;1990;27.16
American Samoa;1991;27.17
American Samoa;1992;27.07
American Samoa;1993;26.82
American Samoa;1994;26.99
American Samoa;1995;27.27
American Samoa;1996;27.11
American Samoa;1997;26.96
American Samoa;1998;27.42
American Samoa;1999;27.07
American Samoa;2000;27.22
American Samoa;2001;27.23
American Samoa;2002;27.54
American Samoa;2003;27.26
American Samoa;2004;27.28
American Samoa;2005;27.37
American Samoa;2006;27.08
American Samoa;2007;27.45
American Samoa;2008;27
American Samoa;2009;27.03
American Samoa;2010;27.45
American Samoa;2011;27.01
American Samoa;2012;27.2
American Samoa;2013;NA
Angola;1857;NA
Angola;1858;NA
Angola;1859;NA
Angola;1860;NA
Angola;1861;NA
Angola;1862;NA
Angola;1863;NA
Angola;1864;NA
Angola;1865;NA
Angola;1866;NA
Angola;1867;NA
Angola;1868;NA
Angola;1869;NA
Angola;1870;NA
Angola;1871;NA
Angola;1872;NA
Angola;1873;NA
Angola;1874;NA
Angola;1875;21.15
Angola;1876;NA
Angola;1877;21.69
Angola;1878;21.75
Angola;1879;20.93
Angola;1880;20.63
Angola;1881;20.94
Angola;1882;21.19
Angola;1883;21.17
Angola;1884;20.96
Angola;1885;21.56
Angola;1886;21.55
Angola;1887;21.14
Angola;1888;21.13
Angola;1889;21.89
Angola;1890;20.82
Angola;1891;21.11
Angola;1892;21.05
Angola;1893;21.51
Angola;1894;21.45
Angola;1895;21.53
Angola;1896;21.67
Angola;1897;21.65
Angola;1898;21.22
Angola;1899;21.56
Angola;1900;21.79
Angola;1901;21.75
Angola;1902;21.64
Angola;1903;21.58
Angola;1904;20.82
Angola;1905;21.5
Angola;1906;21.33
Angola;1907;21.05
Angola;1908;21.35
Angola;1909;21.61
Angola;1910;21.59
Angola;1911;21.22
Angola;1912;21.92
Angola;1913;21.82
Angola;1914;21.73
Angola;1915;21.74
Angola;1916;21.98
Angola;1917;21.68
Angola;1918;20.94
Angola;1919;21.26
Angola;1920;21.78
Angola;1921;21.93
Angola;1922;21.91
Angola;1923;21.62
Angola;1924;22.01
Angola;1925;21.55
Angola;1926;21.92
Angola;1927;21.92
Angola;1928;22.11
Angola;1929;21.86
Angola;1930;21.62
Angola;1931;22.05
Angola;1932;21.62
Angola;1933;21.84
Angola;1934;21.98
Angola;1935;21.74
Angola;1936;21.53
Angola;1937;21.74
Angola;1938;21.73
Angola;1939;21.53
Angola;1940;21.75
Angola;1941;22.31
Angola;1942;21.89
Angola;1943;21.68
Angola;1944;22.16
Angola;1945;22
Angola;1946;22.16
Angola;1947;22.13
Angola;1948;21.9
Angola;1949;21.93
Angola;1950;21.57
Angola;1951;22
Angola;1952;22.19
Angola;1953;21.72
Angola;1954;21.57
Angola;1955;21.58
Angola;1956;21.52
Angola;1957;21.99
Angola;1958;22.02
Angola;1959;22.08
Angola;1960;21.93
Angola;1961;21.94
Angola;1962;21.85
Angola;1963;21.84
Angola;1964;21.69
Angola;1965;21.82
Angola;1966;22.1
Angola;1967;21.78
Angola;1968;21.75
Angola;1969;22.19
Angola;1970;22.15
Angola;1971;21.84
Angola;1972;22.01
Angola;1973;22.35
Angola;1974;21.62
Angola;1975;21.74
Angola;1976;21.45
Angola;1977;21.95
Angola;1978;21.82
Angola;1979;22.14
Angola;1980;22.08
Angola;1981;22.03
Angola;1982;21.82
Angola;1983;22.37
Angola;1984;22.36
Angola;1985;22.02
Angola;1986;22.04
Angola;1987;22.75
Angola;1988;22.41
Angola;1989;22.12
Angola;1990;22.47
Angola;1991;22.1
Angola;1992;22.5
Angola;1993;22.29
Angola;1994;22.19
Angola;1995;22.94
Angola;1996;22.48
Angola;1997;22.32
Angola;1998;23.12
Angola;1999;22.38
Angola;2000;22.36
Angola;2001;22.5
Angola;2002;22.93
Angola;2003;23.07
Angola;2004;22.57
Angola;2005;22.97
Angola;2006;21.95
Angola;2007;22.43
Angola;2008;22.29
Angola;2009;22.32
Angola;2010;22.68
Angola;2011;22.03
Angola;2012;22.12
Angola;2013;NA
Argentina;1855;11.73
Argentina;1856;14
Argentina;1857;14.22
Argentina;1858;14.02
Argentina;1859;14.41
Argentina;1860;14.12
Argentina;1861;14.06
Argentina;1862;13.95
Argentina;1863;13.62
Argentina;1864;14.11
Argentina;1865;14.61
Argentina;1866;14.4
Argentina;1867;14.26
Argentina;1868;14.4
Argentina;1869;14.16
Argentina;1870;14.12
Argentina;1871;13.81
Argentina;1872;13.87
Argentina;1873;14.44
Argentina;1874;13.83
Argentina;1875;13.94
Argentina;1876;14.21
Argentina;1877;14.89
Argentina;1878;14.05
Argentina;1879;14.29
Argentina;1880;14.24
Argentina;1881;14.09
Argentina;1882;14.15
Argentina;1883;14.16
Argentina;1884;14.12
Argentina;1885;13.64
Argentina;1886;13.97
Argentina;1887;14.08
Argentina;1888;14.4
Argentina;1889;13.67
Argentina;1890;13.99
Argentina;1891;14.24
Argentina;1892;13.95
Argentina;1893;13.92
Argentina;1894;14.16
Argentina;1895;14.59
Argentina;1896;15.1
Argentina;1897;14.54
Argentina;1898;13.79
Argentina;1899;14.67
Argentina;1900;14.81
Argentina;1901;14.81
Argentina;1902;14.62
Argentina;1903;14.38
Argentina;1904;14.43
Argentina;1905;14.19
Argentina;1906;14.69
Argentina;1907;14
Argentina;1908;14.36
Argentina;1909;14.26
Argentina;1910;14.16
Argentina;1911;13.89
Argentina;1912;14.5
Argentina;1913;15.16
Argentina;1914;14.49
Argentina;1915;14.59
Argentina;1916;14.45
Argentina;1917;14.66
Argentina;1918;14.36
Argentina;1919;14.74
Argentina;1920;14.61
Argentina;1921;14.18
Argentina;1922;14.26
Argentina;1923;14.07
Argentina;1924;14.12
Argentina;1925;14.59
Argentina;1926;14.87
Argentina;1927;14.71
Argentina;1928;14.21
Argentina;1929;14.77
Argentina;1930;14.84
Argentina;1931;14.12
Argentina;1932;14.98
Argentina;1933;14.58
Argentina;1934;14.35
Argentina;1935;14.82
Argentina;1936;14.7
Argentina;1937;14.75
Argentina;1938;14.5
Argentina;1939;14.63
Argentina;1940;14.6
Argentina;1941;14.45
Argentina;1942;14.41
Argentina;1943;14.9
Argentina;1944;15.36
Argentina;1945;15.39
Argentina;1946;14.62
Argentina;1947;14.78
Argentina;1948;14.78
Argentina;1949;14.77
Argentina;1950;14.8
Argentina;1951;14.84
Argentina;1952;14.92
Argentina;1953;14.97
Argentina;1954;14.49
Argentina;1955;14.19
Argentina;1956;14.02
Argentina;1957;14.66
Argentina;1958;14.94
Argentina;1959;14.35
Argentina;1960;14.99
Argentina;1961;14.97
Argentina;1962;14.85
Argentina;1963;14.85
Argentina;1964;14.43
Argentina;1965;14.91
Argentina;1966;14.68
Argentina;1967;15.05
Argentina;1968;15.2
Argentina;1969;15.26
Argentina;1970;15.2
Argentina;1971;14.65
Argentina;1972;14.82
Argentina;1973;14.6
Argentina;1974;14.64
Argentina;1975;14.94
Argentina;1976;14.44
Argentina;1977;15.35
Argentina;1978;15.19
Argentina;1979;14.97
Argentina;1980;15.23
Argentina;1981;15.17
Argentina;1982;15.26
Argentina;1983;14.95
Argentina;1984;14.4
Argentina;1985;15.33
Argentina;1986;15.33
Argentina;1987;15.19
Argentina;1988;14.84
Argentina;1989;15.54
Argentina;1990;15.16
Argentina;1991;15.1
Argentina;1992;14.74
Argentina;1993;15.1
Argentina;1994;15.58
Argentina;1995;15.15
Argentina;1996;15.21
Argentina;1997;15.62
Argentina;1998;15.26
Argentina;1999;15.06
Argentina;2000;14.75
Argentina;2001;15.37
Argentina;2002;15.18
Argentina;2003;15.52
Argentina;2004;15.44
Argentina;2005;15.11
Argentina;2006;15.56
Argentina;2007;14.63
Argentina;2008;15.48
Argentina;2009;15.53
Argentina;2010;15.08
Argentina;2011;15.34
Argentina;2012;15.69
Argentina;2013;NA
Armenia;1780;NA
Armenia;1781;NA
Armenia;1782;NA
Armenia;1783;NA
Armenia;1784;NA
Armenia;1785;NA
Armenia;1786;NA
Armenia;1787;NA
Armenia;1788;NA
Armenia;1789;8.73
Armenia;1790;NA
Armenia;1791;8.86
Armenia;1792;8.4
Armenia;1793;NA
Armenia;1794;NA
Armenia;1795;NA
Armenia;1796;NA
Armenia;1797;NA
Armenia;1798;NA
Armenia;1799;NA
Armenia;1800;NA
Armenia;1801;NA
Armenia;1802;NA
Armenia;1803;NA
Armenia;1804;NA
Armenia;1805;NA
Armenia;1806;NA
Armenia;1807;NA
Armenia;1808;NA
Armenia;1809;6.93
Armenia;1810;7.01
Armenia;1811;7.08
